Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
86,60,5,121,16059,0,0,1,0,13,2,0,3,8,5,1991,1992,3,6,6,1,284,1,2,1,1,2,3,5,0,5,0,1288,1288,1,0,0,0,1301,1116,0,2417,0,0,2,1,4,1,1,9,0,1,2,1,1991,2,2,462,2,2,0,127,82,0,0,0,0,4,2006,0,0,260000
87,60,5,122,11911,2,0,0,0,8,2,0,3,6,5,2005,2005,1,15,15,3,0,1,2,2,1,2,1,5,0,5,0,684,684,1,0,0,0,684,876,0,1560,0,0,2,1,3,1,1,6,0,1,1,3,2005,0,2,400,2,2,0,100,38,0,0,0,0,3,2009,0,0,174000
88,160,2,40,3951,0,0,1,0,21,2,3,3,6,5,2009,2009,1,15,15,4,76,1,2,2,1,2,1,5,0,5,0,612,612,1,0,0,0,612,612,0,1224,0,0,2,1,2,1,1,4,0,0,5,5,2009,1,2,528,2,2,0,0,234,0,0,0,0,6,2009,3,5,164500
89,50,1,105,8470,1,0,1,0,9,1,0,1,3,2,1915,1982,3,10,10,3,0,3,3,1,2,3,3,5,0,5,0,1013,1013,1,2,1,0,1013,0,513,1526,0,0,1,0,2,1,3,6,0,0,5,6,1978,3,0,0,5,5,2,0,0,156,0,0,0,10,2009,8,1,85000
90,20,5,60,8070,0,0,0,0,5,2,0,0,4,5,1994,1995,1,15,15,3,0,2,2,2,1,2,3,0,588,5,0,402,990,1,0,0,0,990,0,0,990,1,0,1,0,3,1,2,5,0,0,5,6,1978,3,0,0,5,5,0,0,0,0,0,0,0,8,2007,0,0,123600
91,20,5,60,7200,0,0,0,0,12,2,0,0,4,5,1950,1950,1,3,16,3,0,2,2,3,5,5,4,6,0,6,0,0,0,1,2,0,1,1040,0,0,1040,0,0,1,0,2,1,2,4,0,0,5,5,1950,2,2,420,2,2,0,0,29,0,0,0,0,7,2006,0,0,109900
92,20,5,85,8500,0,0,0,0,12,2,0,0,5,3,1961,1961,3,6,6,0,203,2,2,1,2,2,3,3,600,5,0,635,1235,1,2,0,0,1235,0,0,1235,0,0,1,0,2,1,2,6,0,0,5,1,1961,2,2,480,2,2,0,0,0,0,0,0,0,12,2006,0,1,98600
93,30,5,80,13360,1,2,0,0,6,2,0,0,5,7,1921,2006,1,16,16,3,0,2,1,0,1,2,3,1,713,5,0,163,876,1,0,0,0,964,0,0,964,1,0,1,0,2,1,2,5,0,0,5,5,1921,2,2,432,2,2,0,0,0,44,0,0,0,8,2009,0,0,163500
94,190,1,60,7200,0,0,1,0,17,2,1,5,6,6,1910,1998,3,8,8,3,0,2,2,0,2,3,2,3,1046,5,0,168,1214,2,0,1,0,1260,1031,0,2291,0,1,2,0,4,2,2,9,0,1,1,5,1900,2,2,506,2,2,0,0,0,0,0,99,0,11,2007,0,0,133900
95,60,5,69,9337,1,0,0,0,5,2,0,3,6,5,1997,1997,1,15,15,3,0,2,1,2,1,2,3,0,648,5,0,176,824,1,0,0,0,905,881,0,1786,1,0,2,1,3,1,1,7,0,0,5,1,1997,1,2,684,2,2,0,0,162,0,0,0,0,5,2007,0,0,204750
96,60,5,70,9765,2,0,1,0,8,2,0,3,6,8,1993,1993,1,15,15,1,68,0,1,2,1,1,3,1,310,5,0,370,680,1,1,0,0,680,790,0,1470,0,0,2,1,3,1,2,6,0,1,2,3,1993,0,2,420,2,2,0,232,63,0,0,0,480,4,2009,0,0,185000
97,20,5,78,10264,1,0,0,0,5,2,0,0,7,5,1999,1999,1,15,15,1,183,1,2,2,1,2,1,1,1162,5,0,426,1588,1,0,0,0,1588,0,0,1588,0,0,2,0,3,1,1,6,0,0,5,1,1999,1,2,472,2,2,0,158,29,0,0,0,0,8,2006,0,0,214000
98,20,5,73,10921,0,2,0,0,7,2,0,0,4,5,1965,1965,3,6,6,1,48,2,2,1,2,2,3,3,520,5,0,440,960,1,2,0,2,960,0,0,960,1,0,1,0,3,1,2,6,0,0,5,1,1965,0,1,432,2,2,1,120,0,0,0,0,0,5,2007,0,0,94750
99,30,5,85,10625,0,0,1,0,7,2,0,0,5,5,1920,1950,1,16,16,3,0,2,2,0,2,2,3,1,108,5,0,350,458,1,3,1,0,835,0,0,835,0,0,1,0,2,1,2,5,0,0,5,2,1920,2,1,366,3,2,0,0,0,77,0,0,400,5,2010,4,1,83000
100,20,5,77,9320,1,0,0,0,12,2,0,0,4,5,1959,1959,1,10,10,3,0,2,2,1,2,2,3,1,569,5,0,381,950,1,3,0,0,1225,0,0,1225,1,0,1,1,3,1,2,6,0,0,5,6,1978,3,0,0,5,5,0,352,0,0,0,0,400,1,2010,0,0,128950
101,20,5,70,10603,1,0,0,0,16,2,0,0,6,7,1977,2001,1,10,10,1,28,2,2,2,2,2,2,1,1200,5,0,410,1610,1,1,0,0,1610,0,0,1610,1,0,2,0,3,1,1,6,0,2,2,1,1977,1,2,480,2,2,0,168,68,0,0,0,0,2,2010,0,0,205000
102,60,5,77,9206,0,0,0,0,20,2,0,3,6,5,1985,1985,1,6,6,1,336,1,2,1,1,2,3,5,0,5,0,741,741,1,2,0,0,977,755,0,1732,0,0,2,1,3,1,1,7,0,1,2,1,1985,0,2,476,2,2,0,192,46,0,0,0,0,6,2010,0,0,178000
103,90,5,64,7018,0,1,0,0,20,2,2,0,5,5,1979,1979,1,6,6,3,0,2,3,3,5,5,4,6,0,6,0,0,0,1,2,0,0,1535,0,0,1535,0,0,2,0,4,2,2,8,0,0,5,1,1979,2,2,410,2,2,0,0,0,0,0,0,0,6,2009,0,3,118964
104,20,5,94,10402,1,0,1,0,5,2,0,0,7,5,2009,2009,1,15,15,3,0,2,2,2,1,2,3,5,0,5,0,1226,1226,1,0,0,0,1226,0,0,1226,0,0,2,0,3,1,1,6,0,0,5,1,2009,1,3,740,2,2,0,0,36,0,0,0,0,5,2010,0,0,198900
105,50,7,70,7758,0,0,1,0,9,2,0,1,7,4,1931,1950,1,14,14,1,600,2,3,2,2,2,3,4,224,5,0,816,1040,1,0,0,2,1226,592,0,1818,0,0,1,1,4,1,2,7,0,2,2,5,1951,2,1,240,2,2,0,0,0,0,0,184,0,6,2007,0,0,169500
106,60,2,75,9375,0,0,0,0,21,2,0,3,8,5,2003,2004,3,15,15,1,768,1,2,2,0,2,3,5,0,5,0,1053,1053,1,0,0,0,1053,939,0,1992,0,0,2,1,3,1,1,9,0,1,1,1,2003,1,2,648,2,2,0,140,45,0,0,0,0,8,2008,0,0,250000
107,30,7,60,10800,0,0,0,0,17,2,0,0,4,7,1885,1995,4,15,15,3,0,2,2,0,3,2,3,5,0,5,0,641,641,1,1,0,0,1047,0,0,1047,0,0,1,0,2,1,2,6,0,0,5,5,1954,2,1,273,3,3,2,0,0,0,0,0,450,8,2007,0,0,100000
108,20,7,50,6000,0,0,0,0,17,2,0,0,5,5,1948,1950,1,15,15,3,0,2,2,1,2,2,3,1,104,2,169,516,789,1,0,0,0,789,0,0,789,0,0,1,0,2,1,2,5,0,0,5,5,1948,2,1,250,2,2,0,0,0,0,0,0,0,4,2008,0,5,115000
109,50,7,85,8500,0,0,1,0,9,0,0,1,5,7,1919,2005,1,5,5,3,0,2,2,1,2,2,3,5,0,5,0,793,793,2,2,1,2,997,520,0,1517,0,0,2,0,3,1,3,7,0,0,5,6,1978,3,0,0,5,5,2,0,0,144,0,0,0,8,2007,0,0,115000
110,20,5,105,11751,1,0,0,0,16,2,0,0,6,6,1977,1977,3,10,10,1,480,2,2,1,1,2,3,2,705,5,0,1139,1844,1,0,0,0,1844,0,0,1844,0,0,2,0,3,1,2,7,0,1,2,1,1977,1,2,546,2,2,0,0,122,0,0,0,0,1,2010,4,0,190000
111,50,5,75,9525,0,0,0,0,7,2,0,1,6,4,1954,1972,1,16,16,3,0,2,2,1,2,3,3,3,444,5,0,550,994,1,1,0,0,1216,639,0,1855,0,0,2,0,4,1,2,7,0,0,5,1,1954,2,1,325,2,2,0,182,0,0,0,0,0,10,2006,0,0,136900
112,80,5,70,7750,1,0,0,0,8,2,0,7,7,5,2000,2000,1,15,15,3,0,2,2,2,1,2,3,0,250,5,0,134,384,1,0,0,0,774,656,0,1430,0,0,2,1,3,1,2,7,0,1,2,3,2000,0,2,400,2,2,0,180,0,0,0,0,0,4,2010,0,0,180000
113,60,5,77,9965,0,0,0,0,5,2,0,3,7,5,2007,2007,1,15,15,4,220,1,2,2,0,2,1,0,984,5,0,280,1264,1,0,0,0,1282,1414,0,2696,1,0,2,1,4,1,0,10,0,1,1,3,2007,0,3,792,2,2,0,120,184,0,0,168,0,10,2007,3,5,383970
114,20,5,70,21000,0,1,1,0,6,2,0,0,6,5,1953,1953,3,16,16,1,184,2,1,1,1,2,2,1,35,3,869,905,1809,1,2,0,0,2259,0,0,2259,1,0,2,0,3,1,1,7,0,2,1,2,1953,2,2,450,2,2,0,166,120,192,0,0,0,10,2007,4,1,217000
115,70,5,61,7259,1,0,0,1,6,2,0,3,6,8,1945,2002,2,16,16,3,0,2,2,1,2,2,3,1,774,4,150,104,1028,1,0,0,0,1436,884,0,2320,1,0,2,1,3,1,1,9,0,1,2,5,1945,2,1,180,2,2,0,224,0,0,0,0,0,7,2007,0,0,259500
116,160,2,34,3230,0,0,1,0,21,2,3,3,6,5,1999,1999,1,8,8,1,1129,2,2,2,1,2,3,0,419,5,0,310,729,1,1,0,0,729,729,0,1458,0,0,2,1,2,1,2,5,0,1,3,5,1999,2,2,440,2,2,0,0,32,0,0,0,0,6,2007,0,0,176000
117,20,5,70,11616,0,0,0,0,19,2,0,0,5,5,1962,1962,1,16,16,1,116,2,2,1,2,2,3,4,170,2,670,252,1092,1,2,0,0,1092,0,0,1092,0,1,1,0,3,1,2,6,0,1,4,1,1962,2,1,288,2,2,0,0,20,144,0,0,0,9,2009,0,0,139000
118,20,5,74,8536,0,0,1,0,7,2,0,0,5,5,2006,2007,1,15,15,3,0,2,2,2,1,2,3,5,0,5,0,1125,1125,1,1,0,0,1125,0,0,1125,0,0,1,1,2,1,2,5,0,0,5,1,2007,2,2,430,2,2,0,80,64,0,0,0,0,4,2007,3,5,155000
119,60,5,90,12376,0,0,1,0,20,2,0,3,7,5,1990,1990,3,10,10,3,0,2,2,2,1,2,2,0,1470,5,0,203,1673,1,1,0,0,1699,1523,0,3222,1,0,3,0,5,1,1,11,0,2,2,1,1990,2,3,594,2,2,0,367,0,0,0,0,0,5,2010,0,0,320000
120,60,5,65,8461,0,0,0,0,5,2,0,3,6,5,2005,2006,1,15,15,3,0,1,2,2,1,2,3,5,0,5,0,728,728,1,0,0,0,728,728,0,1456,0,0,2,1,3,1,1,8,0,1,1,1,2005,0,2,390,2,2,0,0,24,0,0,0,0,7,2006,3,5,163990
121,80,5,70,21453,1,3,2,2,4,2,0,7,6,5,1969,1969,0,10,10,3,0,2,2,1,2,2,0,1,938,5,0,0,938,1,0,0,0,988,0,0,988,1,0,1,0,1,1,2,4,0,2,2,1,1969,2,2,540,2,2,0,0,130,0,130,0,0,10,2006,0,0,180000
122,50,7,50,6060,0,0,0,0,9,2,0,1,4,5,1939,1950,1,0,0,3,0,2,2,2,2,2,3,5,0,5,0,732,732,1,1,0,0,772,351,0,1123,0,0,1,0,3,1,2,4,0,0,5,5,1979,2,1,264,2,2,1,0,0,140,0,0,0,6,2007,0,0,100000
123,20,5,75,9464,0,0,1,0,12,2,0,0,6,7,1958,1958,3,8,8,1,135,2,1,1,2,2,3,2,570,5,0,510,1080,1,1,0,0,1080,0,0,1080,0,0,1,0,3,1,2,5,0,0,5,1,1958,2,1,288,2,2,0,0,0,0,0,130,0,6,2008,0,0,136000
124,120,5,55,7892,0,0,0,0,20,2,3,0,6,5,1993,1993,1,10,10,3,0,1,2,2,1,2,3,0,300,5,0,899,1199,1,0,0,0,1199,0,0,1199,0,0,2,0,2,1,1,5,0,0,5,1,1993,1,2,530,2,2,0,0,63,0,0,0,0,3,2008,0,0,153900
125,20,5,48,17043,1,0,2,0,16,2,0,0,6,5,1979,1998,1,6,6,3,0,2,1,1,1,3,3,5,0,5,0,1362,1362,1,2,0,0,1586,0,0,1586,0,0,2,0,3,1,2,7,0,1,2,1,1979,2,2,435,2,2,0,192,0,0,0,0,0,1,2009,0,0,181000
126,190,7,60,6780,0,0,0,0,9,2,1,1,6,8,1935,1982,1,16,16,3,0,2,3,1,2,2,1,0,490,5,0,30,520,1,1,1,0,520,0,234,754,1,0,1,0,2,1,2,5,0,0,5,6,1978,3,0,0,5,5,2,53,0,0,0,0,0,6,2006,0,0,84500
127,120,5,70,4928,1,0,0,0,14,2,3,0,6,5,1976,1976,1,10,10,3,0,2,2,1,1,2,3,1,120,5,0,958,1078,1,2,0,0,958,0,0,958,0,0,2,0,2,1,2,5,0,1,2,1,1977,1,2,440,2,2,0,0,205,0,0,0,0,2,2007,0,0,128000
128,45,7,55,4388,1,1,0,0,17,1,0,2,5,7,1930,1950,1,17,16,3,0,2,1,0,2,2,3,4,116,5,0,556,672,1,0,0,0,840,0,0,840,0,0,1,0,3,1,2,5,0,1,2,6,1978,3,0,0,5,5,2,0,0,0,0,0,0,6,2007,0,0,87000
129,60,5,69,7590,0,0,0,0,12,5,0,3,6,5,1966,1966,1,15,15,1,266,2,2,1,2,2,3,2,512,5,0,148,660,1,2,0,0,660,688,0,1348,0,0,1,1,3,1,2,6,0,1,3,1,1966,1,2,453,2,2,0,188,108,0,0,0,0,7,2006,0,0,155000
130,20,5,69,8973,0,0,0,0,12,2,0,0,5,7,1958,1991,1,10,10,1,85,2,2,1,2,2,3,3,567,2,28,413,1008,1,2,0,1,1053,0,0,1053,0,1,1,1,3,1,0,6,0,0,5,0,1998,1,2,750,2,2,0,0,80,0,180,0,0,7,2006,0,1,150000
131,60,5,88,14200,0,0,1,0,12,2,0,3,7,6,1966,1966,1,8,8,1,309,2,2,1,2,2,3,3,445,5,0,479,924,1,0,0,0,1216,941,0,2157,0,0,2,1,4,1,1,8,0,2,1,1,1966,0,2,487,2,2,0,105,66,0,0,0,0,5,2006,0,0,226000
132,60,5,70,12224,1,0,1,0,8,2,0,3,6,5,2000,2000,1,15,15,1,40,1,2,2,1,2,3,0,695,5,0,297,992,1,0,0,0,1022,1032,0,2054,1,0,2,1,3,1,1,7,0,1,2,3,2000,1,2,390,2,2,0,24,48,0,0,0,0,7,2009,0,0,244000
133,20,5,75,7388,0,0,1,0,12,2,0,0,5,6,1959,2002,1,8,8,3,0,2,2,1,2,2,3,3,405,5,0,658,1063,1,1,0,0,1327,0,0,1327,1,0,1,0,3,1,1,7,0,0,5,5,1974,2,2,624,2,2,0,0,0,0,0,0,0,7,2007,0,0,150750
134,20,5,70,6853,1,0,0,0,23,2,0,0,8,5,2001,2002,1,15,15,1,136,1,2,2,0,2,3,0,1005,5,0,262,1267,1,0,0,0,1296,0,0,1296,1,0,2,0,2,1,1,6,0,0,5,1,2001,0,2,471,2,2,0,192,25,0,0,0,0,6,2009,0,0,220000
135,20,5,78,10335,1,0,0,0,19,2,0,0,5,6,1968,1993,1,10,10,3,0,2,2,1,2,2,3,3,570,5,0,891,1461,1,1,0,0,1721,0,0,1721,0,0,2,1,3,1,2,7,1,1,2,1,1968,1,2,440,2,2,0,0,96,180,0,0,0,7,2006,0,0,180000
136,20,5,80,10400,0,0,0,0,16,2,0,0,7,6,1970,1970,3,10,10,1,288,2,2,2,2,2,3,5,0,5,0,1304,1304,1,1,0,0,1682,0,0,1682,0,0,2,0,3,1,2,7,0,1,1,1,1970,2,2,530,2,2,0,98,0,0,0,0,0,5,2008,0,0,174000
137,20,5,70,10355,1,0,1,0,12,2,0,0,5,5,1967,1967,1,8,8,1,196,2,2,1,2,2,3,2,695,5,0,519,1214,1,2,0,0,1214,0,0,1214,0,0,2,0,3,1,2,5,0,1,3,1,1967,1,1,318,2,2,0,0,111,0,0,0,0,7,2007,0,0,143000
138,90,5,82,11070,0,0,0,0,11,2,2,0,7,5,1988,1989,1,15,15,1,70,2,2,1,2,2,3,5,0,5,0,1907,1907,1,1,0,0,1959,0,0,1959,0,0,3,0,5,2,2,9,0,0,5,0,1989,2,3,766,2,2,0,0,0,0,0,0,0,7,2006,0,4,171000
139,60,5,73,9066,1,0,0,0,5,2,0,3,8,5,1999,2000,1,15,15,1,320,1,2,2,1,2,2,0,668,5,0,336,1004,1,0,0,0,1004,848,0,1852,0,0,2,1,3,1,1,7,0,2,2,1,1999,0,3,660,2,2,0,224,106,0,0,0,0,12,2008,0,0,230000
140,60,5,65,15426,1,0,0,0,5,2,0,3,6,5,1997,1997,1,15,15,3,0,2,2,2,1,2,3,0,821,5,0,107,928,1,0,0,0,928,836,0,1764,1,0,2,1,3,1,1,7,0,0,5,1,1997,1,2,470,2,2,0,276,99,0,0,0,0,8,2009,0,0,231500
141,20,5,70,10500,0,0,3,0,12,2,0,0,4,5,1971,1971,1,6,6,3,0,2,2,1,2,2,3,1,432,5,0,432,864,1,2,0,0,864,0,0,864,0,0,1,0,3,1,2,5,0,1,4,6,1978,3,0,0,5,5,0,0,0,0,0,0,0,4,2010,7,0,115000
142,20,5,78,11645,0,0,0,0,5,2,0,0,7,5,2005,2005,1,15,15,3,0,1,2,2,1,2,1,0,1300,5,0,434,1734,1,0,0,0,1734,0,0,1734,1,0,2,0,3,1,1,7,0,0,5,1,2005,0,2,660,2,2,0,160,24,0,0,0,0,1,2006,0,0,260000
143,50,5,71,8520,0,0,1,0,12,0,0,1,5,4,1952,1952,1,3,16,3,0,2,3,1,2,2,3,3,507,5,0,403,910,1,3,0,0,910,475,0,1385,0,0,2,0,4,1,2,6,0,0,5,5,2000,2,2,720,2,2,0,0,0,0,0,0,0,6,2010,0,0,166000
144,20,5,78,10335,1,0,0,0,5,2,0,0,7,5,1999,1999,1,15,15,1,183,1,2,2,1,2,0,0,679,5,0,811,1490,1,0,0,0,1501,0,0,1501,1,0,2,0,3,1,1,6,0,0,5,1,1999,1,2,577,2,2,0,144,29,0,0,0,0,6,2009,0,0,204000
145,90,7,70,9100,0,0,0,0,19,8,2,0,5,5,1963,1963,1,6,6,1,336,2,2,1,2,2,3,3,1332,5,0,396,1728,1,2,0,0,1728,0,0,1728,1,0,2,0,6,2,2,10,0,0,5,5,1963,2,2,504,2,2,0,0,0,0,0,0,0,11,2006,7,1,125000
146,160,7,24,2522,0,0,0,0,7,2,4,3,6,5,2004,2006,1,15,15,4,50,1,2,2,1,2,3,5,0,5,0,970,970,1,0,0,0,970,739,0,1709,0,0,2,0,3,1,1,7,4,0,5,5,2004,2,2,380,2,2,0,0,40,0,0,0,0,4,2006,0,0,130000
147,30,7,51,6120,0,0,1,0,3,2,0,0,5,7,1931,1993,1,16,16,3,0,2,2,0,2,2,3,2,209,5,0,506,715,1,2,0,1,875,0,0,875,1,0,1,0,2,1,2,5,0,0,5,5,1931,2,1,180,3,2,0,48,0,0,0,0,0,11,2009,0,0,105000
148,60,5,70,9505,1,0,2,0,8,2,0,3,7,5,2001,2001,1,15,15,1,180,1,2,2,1,2,3,5,0,5,0,884,884,1,0,0,0,884,1151,0,2035,0,0,2,1,3,1,1,8,0,1,1,3,2001,0,2,434,2,2,0,144,48,0,0,0,0,5,2010,0,0,222500
149,20,5,63,7500,0,0,0,0,20,2,0,0,7,5,2004,2005,1,15,15,1,120,2,2,2,1,2,3,0,680,5,0,400,1080,1,0,0,0,1080,0,0,1080,1,0,1,0,3,1,1,6,0,0,5,6,1978,3,0,0,5,5,0,0,0,0,0,0,0,4,2008,0,0,141000
150,50,7,70,6240,0,0,0,0,3,2,0,1,5,4,1936,1950,1,8,8,3,0,2,2,0,1,2,3,5,0,5,0,896,896,1,1,0,1,896,448,0,1344,0,0,1,0,3,1,2,7,0,0,5,5,1936,2,1,240,3,2,0,200,114,0,0,0,0,4,2006,0,0,115000
151,20,5,120,10356,0,0,1,0,5,2,0,0,5,6,1975,1975,1,6,6,3,0,2,2,1,2,2,1,2,716,5,0,253,969,1,2,0,0,969,0,0,969,0,0,1,1,3,1,2,5,0,0,5,1,1975,2,2,440,2,2,0,0,0,0,0,0,0,1,2007,0,0,122000
152,20,5,107,13891,0,0,0,0,15,2,0,0,8,5,2007,2008,3,15,15,4,436,1,2,2,0,2,0,0,1400,5,0,310,1710,1,0,0,0,1710,0,0,1710,1,0,2,0,2,1,1,6,0,1,1,1,2007,1,3,866,2,2,0,0,102,0,0,0,0,1,2008,3,5,372402
153,60,5,70,14803,1,0,2,0,16,2,0,3,6,5,1971,1971,1,6,6,1,252,2,2,1,2,2,3,3,416,5,0,409,825,1,1,0,0,1097,896,0,1993,0,0,2,1,4,1,2,8,0,1,1,1,1971,1,2,495,2,2,0,0,66,0,0,0,0,6,2006,0,0,190000
154,20,5,70,13500,0,0,0,0,4,2,0,0,6,7,1960,1975,0,3,10,3,0,2,2,1,1,2,0,2,429,1,1080,93,1602,1,1,0,0,1252,0,0,1252,1,0,1,0,1,1,2,4,0,1,1,1,1960,1,2,564,2,2,0,409,0,0,0,0,0,3,2008,0,0,235000
155,30,7,84,11340,0,0,1,0,17,2,0,0,6,5,1923,1950,1,16,16,3,0,2,2,0,2,2,3,5,0,5,0,1200,1200,1,2,0,1,1200,0,0,1200,0,0,1,0,4,1,2,7,0,0,5,5,1923,2,1,312,3,3,0,0,0,228,0,0,0,3,2006,0,4,125000
156,50,5,60,9600,0,0,1,0,7,0,0,1,6,5,1924,1950,1,16,16,3,0,2,2,0,2,2,3,5,0,5,0,572,572,3,3,1,2,572,524,0,1096,0,0,1,0,2,1,2,5,0,0,5,6,1978,3,0,0,5,5,2,0,8,128,0,0,0,4,2008,0,0,79000
157,20,5,60,7200,0,0,0,0,12,2,0,0,5,7,1950,1950,3,16,16,3,0,2,2,1,5,5,4,6,0,6,0,0,0,1,2,0,2,1040,0,0,1040,0,0,1,0,2,1,2,5,0,0,5,5,1950,2,2,625,2,2,0,0,0,0,0,0,0,6,2006,0,0,109500
158,60,5,92,12003,0,0,1,0,23,2,0,3,8,5,2009,2010,1,15,15,1,84,1,2,2,0,2,3,5,0,5,0,774,774,1,0,0,0,774,1194,0,1968,0,0,2,1,4,1,0,8,0,1,1,3,2009,0,3,680,2,2,0,0,75,0,0,0,0,5,2010,3,5,269500
159,60,2,100,12552,0,0,1,0,21,2,0,3,7,5,2004,2005,1,15,15,3,0,1,2,2,1,2,3,0,222,5,0,769,991,1,0,0,0,991,956,0,1947,0,0,2,1,3,1,1,8,0,1,1,1,2004,1,2,678,2,2,0,0,136,0,0,0,0,5,2010,0,0,254900
160,60,5,134,19378,1,2,1,0,8,2,0,3,7,5,2005,2006,1,15,15,1,456,1,2,2,1,2,2,0,57,5,0,1335,1392,1,0,0,0,1392,1070,0,2462,1,0,2,1,4,1,1,9,0,1,1,1,2006,1,2,576,2,2,0,239,132,0,168,0,0,3,2006,3,5,320000
161,20,5,70,11120,1,0,2,0,24,2,0,0,6,6,1984,1984,1,10,10,3,0,2,2,2,1,2,3,2,660,5,0,572,1232,1,2,0,0,1232,0,0,1232,0,0,2,0,3,1,2,6,0,0,5,1,1984,2,2,516,2,2,0,0,0,0,0,0,0,6,2008,0,0,162500
162,60,5,110,13688,1,0,0,0,15,2,0,3,9,5,2003,2004,1,15,15,1,664,1,2,2,0,2,1,0,1016,5,0,556,1572,1,0,0,0,1572,1096,0,2668,1,0,2,1,3,1,0,10,0,2,1,3,2003,0,3,726,2,2,0,400,0,0,0,0,0,3,2008,0,0,412500
163,20,5,95,12182,0,0,1,0,15,2,0,0,7,5,2005,2005,1,15,15,1,226,1,2,2,1,2,2,2,1201,5,0,340,1541,1,0,0,0,1541,0,0,1541,0,0,2,0,3,1,1,7,0,1,1,1,2005,1,2,532,2,2,0,0,70,0,0,0,0,5,2010,3,5,220000
164,45,5,55,5500,0,0,0,0,17,2,0,2,4,6,1956,1956,1,8,8,3,0,2,2,1,2,2,3,5,0,5,0,882,882,1,0,0,0,882,0,0,882,0,0,1,0,1,1,2,4,0,0,5,6,1978,3,0,0,5,5,0,0,0,0,0,0,0,4,2007,0,0,103200
165,40,7,40,5400,0,0,1,0,17,2,0,0,6,7,1926,2004,1,8,8,3,0,2,1,0,2,2,2,4,370,5,0,779,1149,1,1,0,1,1149,467,0,1616,0,0,2,0,3,1,1,5,0,0,5,5,1926,2,1,216,2,2,0,0,0,183,0,0,0,10,2007,0,0,152000
166,190,5,62,10106,0,0,0,0,7,2,1,1,5,7,1940,1999,1,16,16,3,0,2,1,0,2,2,3,1,351,3,181,112,644,1,1,0,0,808,547,0,1355,1,0,2,0,4,2,2,6,0,0,5,6,1978,3,0,0,5,5,0,140,0,0,0,0,0,9,2008,0,0,127500
167,20,5,70,10708,1,0,0,0,4,2,0,0,5,5,1955,1993,3,16,16,3,0,1,2,1,2,2,3,4,379,2,768,470,1617,1,0,0,1,1867,0,0,1867,1,0,1,0,2,1,2,7,0,3,1,1,1955,0,1,303,2,2,0,476,0,0,0,142,0,11,2009,4,0,190000
168,60,5,86,10562,0,0,0,0,15,2,0,3,8,5,2007,2007,1,15,15,4,300,1,2,2,0,2,3,0,1288,5,0,294,1582,1,0,0,0,1610,551,0,2161,1,0,1,1,3,1,0,8,0,1,1,1,2007,0,3,789,2,2,0,178,120,0,0,0,0,11,2007,3,5,325624
169,60,5,62,8244,1,0,0,0,8,2,0,3,7,5,2004,2004,1,15,15,3,0,1,2,2,1,2,3,5,0,5,0,840,840,1,0,0,0,840,880,0,1720,0,0,2,1,3,1,1,7,0,1,1,1,2004,0,2,440,2,2,0,100,48,0,0,0,0,5,2007,0,0,183500
170,20,5,70,16669,1,0,1,0,23,2,0,0,8,6,1981,1981,3,10,10,1,653,1,2,1,1,2,3,5,0,5,0,1686,1686,1,2,0,0,1707,0,0,1707,0,0,2,1,2,1,2,6,0,1,2,1,1981,1,2,511,2,2,0,574,64,0,0,0,0,1,2006,0,0,228000
171,50,7,70,12358,1,0,0,0,17,1,0,1,5,6,1941,1950,1,8,8,3,0,2,2,1,2,2,3,3,360,5,0,360,720,1,2,0,0,854,0,528,1382,0,0,1,1,2,1,2,7,0,0,5,5,1991,2,2,660,2,2,0,237,0,0,0,0,0,5,2007,0,0,128500
172,20,5,141,31770,1,0,1,0,12,2,0,0,6,5,1960,1960,3,3,10,4,112,2,2,1,2,1,0,2,639,5,0,441,1080,1,3,0,0,1656,0,0,1656,1,0,1,0,3,1,2,7,0,2,1,1,1960,0,2,528,2,2,1,210,62,0,0,0,0,5,2010,0,0,215000
173,160,5,44,5306,1,0,0,0,22,2,3,3,7,7,1987,1987,1,6,6,3,0,1,1,2,1,1,3,0,495,3,215,354,1064,1,1,0,0,1064,703,0,1767,1,0,2,0,2,1,1,5,0,1,2,1,1987,1,2,504,1,2,0,441,35,0,0,0,0,6,2006,0,0,239000
